Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Standard Deviation,Standard Error,Mean Confidence Interval,Geometric Mean Confidence Interval,Position,Latitude,Longitude,Location Name,Determinant Name,Determinant Value,IPCheM QC,PulledDate,FileName,QA_Concerns
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.1815,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,95 Percentile,243,0.04715,0.003025,0.088-0.1,0.078-0.088,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.022,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Minimum,243,0.04715,0.003025,0.088-0.1,0.078-0.088,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.39,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Maximum,243,0.04715,0.003025,0.088-0.1,0.078-0.088,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.09367,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Mean,243,0.04715,0.003025,0.088-0.1,0.078-0.088,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.08279,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,243,0.04715,0.003025,0.088-0.1,0.078-0.088,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.022,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,5 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.0481,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,10 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.063,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,25 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.0897,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,50 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.1194,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,75 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.1534,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,90 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.18,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,95 Percentile,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.022,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Minimum,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.375,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Maximum,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.09581,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Mean,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.08445,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,831,0.0476,0.001651,0.093-0.099,0.081-0.088,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.0403,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,5 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.0464,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,10 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.0604,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,25 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.088,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,50 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.1205,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,75 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.1643,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,90 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.1926,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,95 Percentile,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.022,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Minimum,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.387,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Maximum,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.09795,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Mean,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
beryllium,7440-41-7,ITA,Italy,ITA,NA,0.08585,ug/L,2008-2010,0.045,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,315,0.0525,0.002958,0.092-0.104,0.081-0.091,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0357,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.048,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0697,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1028,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.15,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2145,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,90 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2688,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,95 Percentile,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.008,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,1.832,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1242,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.101,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,1344,0.1025,0.002795,0.119-0.13,0.098-0.105,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0317,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0433,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.068,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.099,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1546,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2183,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,90 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2719,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,95 Percentile,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.008,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.605,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1195,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.098,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,479,0.07707,0.003521,0.113-0.126,0.092-0.104,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0383,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0518,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0706,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.105,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1509,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2141,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,90 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.265,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,95 Percentile,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.008,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,1.25,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1275,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1046,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,558,0.1033,0.004375,0.119-0.136,0.099-0.11,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.032,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0467,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0683,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1061,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.141,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2126,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,90 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2782,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,95 Percentile,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.008,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,1.832,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1258,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.09945,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,307,0.1315,0.007506,0.111-0.141,0.092-0.107,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0375,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0501,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.07,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1058,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1518,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2183,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,90 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.289,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,95 Percentile,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.008,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,1.832,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1303,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1048,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,572,0.1224,0.005116,0.12-0.14,0.099-0.111,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0333,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0459,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0688,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1025,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.15,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2134,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,90 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.2582,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,95 Percentile,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.008,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.763,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1207,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.09934,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,743,0.0853,0.003129,0.115-0.127,0.095-0.104,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0377,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,5 Percentile,454,0.1156,0.005427,0.118-0.139,0.099-0.111,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0507,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,10 Percentile,454,0.1156,0.005427,0.118-0.139,0.099-0.111,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.0728,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,25 Percentile,454,0.1156,0.005427,0.118-0.139,0.099-0.111,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1084,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,50 Percentile,454,0.1156,0.005427,0.118-0.139,0.099-0.111,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
cadmium,7440-43-9,ITA,Italy,ITA,NA,0.1514,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,75 Percentile,454,0.1156,0.005427,0.118-0.139,0.099-0.111,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
