Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Analysed Fraction,Level of Aggregation,Statistic Name,Number of Samples,Number of Non Detects,Standard Deviation,Position,Latitude,Longitude,Location Name,Region,Determinant Name,Determinant Value,Study,IPCheM QC,PulledDate,FileName,QA_Concerns
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,340,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,7,0,96.79,representative,NA,NA,NA,Waste incinerators,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,695,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,270,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,270,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,270,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,695,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,1120,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,1120,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,1120,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,2,0,601.04,representative,NA,NA,NA,Waste incinerators,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,420.56,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,130,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,170,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,240,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,304,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,400,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,650,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,2000,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,21,0,419.62,representative,NA,NA,NA,Waste incinerators,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,384.52,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,180,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,230,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,260,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,309.79,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,410,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,650,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,1120,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,15,0,232.08,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,264.67,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,150,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,150,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,150,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,244,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,400,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,400,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,400,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,3,0,126.27,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,582,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,130,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,130,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,170,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,230,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,380,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,2000,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,2000,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,5,0,798.35,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,348.5,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,130,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,130,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,235,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,352,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,417,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,650,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,650,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,8,0,162.38,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,427.87,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Mean,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,80,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Minimum,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,150,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,10 Percentile,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,230,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,25 Percentile,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,270,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,50 Percentile,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,380,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,75 Percentile,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,1120,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,90 Percentile,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,2000,ng/L,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma,statistic,Maximum,17,0,464.7,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,185.23,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,94.16,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,94.16,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,102.22,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,170.98,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,227.27,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,345.74,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,345.74,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,6,0,94.24,representative,NA,NA,NA,Waste incinerators,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,241.85,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,94.74,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,117.26,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,143.75,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,163.03,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,241.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,573.94,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,867.76,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,10,0,226.09,representative,NA,NA,NA,Waste incinerators,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,140.73,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,7,0,124.09,representative,NA,NA,NA,Waste incinerators,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
dde,72-55-9,BEL,Belgium,Waste incinerators,NA,33.06,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,7,0,124.09,representative,NA,NA,NA,Waste incinerators,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
