Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Percentage of Samples >= LOD,Position,Latitude,Longitude,Location Name,Compound,Cohort Code,Cohort Name,Determinant Name,Determinant Value,Sample Type,Confidence Interval,IPCheM QC,PulledDate,FileName,QA_Concerns
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2011 - 2012,0.26,NA,Human (Urine),statistic,Percentile 10,565,77,86.4,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,9.1-13.3,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,2404,ng/mL,2011 - 2012,0.26,NA,Human (Urine),statistic,Maximum,565,77,86.4,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,9.1-13.3,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,83.3,ng/mL,2011 - 2012,0.26,NA,Human (Urine),statistic,Mean,565,77,86.4,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,9.1-13.3,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,9.57,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Geometric Mean,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,214,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 90,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,5.38,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 50,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,2.17,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 25,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1047,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Maximum,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Minimum,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,78,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Mean,31,2,93.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,Spot,4.35-21,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,6.73,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Geometric Mean,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,Spot,4.59-9.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,36.9,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 90,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,Spot,4.59-9.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,5.99,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 50,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,Spot,4.59-9.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,2.75,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 25,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,Spot,4.59-9.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1182,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Maximum,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,Spot,4.59-9.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,39.5,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Mean,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,Spot,4.59-9.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,14,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Geometric Mean,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,Spot,8.28-23.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,42.6,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 75,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,Spot,8.28-23.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,6.36,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 25,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,Spot,8.28-23.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,2.28,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 10,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,Spot,8.28-23.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1.76,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Minimum,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,Spot,8.28-23.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,13.1,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Geometric Mean,64,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,Spot,8.26-20.9,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,555,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 95,64,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,Spot,8.26-20.9,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,35.9,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 75,64,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,Spot,8.26-20.9,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,3.34,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 25,64,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,Spot,8.26-20.9,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1.64,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 10,64,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,Spot,8.26-20.9,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Minimum,64,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,Spot,8.26-20.9,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,5.46,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Geometric Mean,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,64.4,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 95,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,41.2,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 90,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,12.6,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 75,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,4.65,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 50,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.97,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Percentile 10,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Minimum,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,14.7,ng/mL,2006 - 2008,0.26,NA,Human (Urine),statistic,Mean,65,4,93.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,Spot,3.78-7.87,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,251,ng/mL,2007,0.26,NA,Human (Urine),statistic,Percentile 95,129,6,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,6.25-11.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,29.8,ng/mL,2007,0.26,NA,Human (Urine),statistic,Percentile 75,129,6,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,6.25-11.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,7.7,ng/mL,2007,0.26,NA,Human (Urine),statistic,Percentile 50,129,6,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,6.25-11.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1.53,ng/mL,2007,0.26,NA,Human (Urine),statistic,Percentile 10,129,6,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,6.25-11.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2007,0.26,NA,Human (Urine),statistic,Minimum,129,6,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,6.25-11.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,46.9,ng/mL,2007,0.26,NA,Human (Urine),statistic,Mean,129,6,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,6.25-11.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,210,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 95,342,18,94.7,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,8.28-12.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,138,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 90,342,18,94.7,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,8.28-12.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,9.2,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 50,342,18,94.7,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,8.28-12.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1.04,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 10,342,18,94.7,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,8.28-12.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,4640,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Maximum,342,18,94.7,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,8.28-12.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,80.8,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Mean,342,18,94.7,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,8.28-12.4,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,10.6,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Geometric Mean,506,22,95.7,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,9.08-12.5,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,95.5,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 90,506,22,95.7,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,9.08-12.5,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,9.49,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 50,506,22,95.7,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,9.08-12.5,NA,2020,Danish HBM.csv,
mono-n-octyl phthalate,5393-19-1,DNK,Denmark,DNK,NA,0.075,ng/mL,2007 - 2009,0.15,NA,Human (Urine),statistic,Percentile 25,901,877,2.7,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,NA,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,3.51,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 25,506,22,95.7,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,9.08-12.5,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1955,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Maximum,506,22,95.7,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,9.08-12.5,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Minimum,506,22,95.7,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,9.08-12.5,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,10.4,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Geometric Mean,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,261,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 95,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,29.7,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 75,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,9.37,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 50,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,1.22,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Percentile 10,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,0.13,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Minimum,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
methyl paraben,99-76-3,DNK,Denmark,DNK,NA,72.3,ng/mL,2006 - 2007,0.26,NA,Human (Urine),statistic,Mean,848,40,95.3,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,9.21-11.8,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,4.6,ng/mL,2011 - 2012,0.55,NA,Human (Urine),statistic,Geometric Mean,565,16,97.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,4.27-4.96,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,13.2,ng/mL,2011 - 2012,0.55,NA,Human (Urine),statistic,Percentile 90,565,16,97.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,4.27-4.96,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,8.57,ng/mL,2011 - 2012,0.55,NA,Human (Urine),statistic,Percentile 75,565,16,97.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,4.27-4.96,NA,2020,Danish HBM.csv,
mono-n-octyl phthalate,5393-19-1,DNK,Denmark,DNK,NA,0.89,ng/mL,2007 - 2009,0.15,NA,Human (Urine),statistic,Maximum,901,877,2.7,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,NA,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,2.63,ng/mL,2011 - 2012,0.55,NA,Human (Urine),statistic,Percentile 25,565,16,97.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,4.27-4.96,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,95.7,ng/mL,2011 - 2012,0.55,NA,Human (Urine),statistic,Maximum,565,16,97.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,4.27-4.96,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,0.275,ng/mL,2011 - 2012,0.55,NA,Human (Urine),statistic,Minimum,565,16,97.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,4.27-4.96,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,15,ng/mL,2007 - 2009,0.55,NA,Human (Urine),statistic,Geometric Mean,901,2,99.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,14.1-15.9,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,39,ng/mL,2007 - 2009,0.55,NA,Human (Urine),statistic,Percentile 90,901,2,99.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,14.1-15.9,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,24.8,ng/mL,2007 - 2009,0.55,NA,Human (Urine),statistic,Percentile 75,901,2,99.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,14.1-15.9,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,9.39,ng/mL,2007 - 2009,0.55,NA,Human (Urine),statistic,Percentile 25,901,2,99.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,14.1-15.9,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,1378,ng/mL,2007 - 2009,0.55,NA,Human (Urine),statistic,Maximum,901,2,99.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,14.1-15.9,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,0.275,ng/mL,2007 - 2009,0.55,NA,Human (Urine),statistic,Minimum,901,2,99.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,14.1-15.9,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,19,ng/mL,2007,0.43,NA,Human (Urine),statistic,Geometric Mean,31,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,15.2-23.7,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,44,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Mean,848,0,100,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,25.9-29.4,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,1755,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Maximum,848,0,100,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,25.9-29.4,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,8.31,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 10,848,0,100,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,25.9-29.4,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,28.4,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 50,848,0,100,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,25.9-29.4,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,80.7,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 90,848,0,100,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,25.9-29.4,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,27.6,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Geometric Mean,848,0,100,representative,NA,NA,NA,NA,1,Children,Total,4-9 years,Spot,25.9-29.4,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,42.5,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Mean,506,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,26.2-30.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,676,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Maximum,506,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,26.2-30.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,16.2,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 25,506,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,26.2-30.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,29.4,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 50,506,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,26.2-30.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,79.5,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 90,506,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,26.2-30.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,28.3,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Geometric Mean,506,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Males,Spot,26.2-30.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,1.7,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Minimum,342,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,24-29.5,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,1755,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Maximum,342,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,24-29.5,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,14,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 25,342,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,24-29.5,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,48.5,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 75,342,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,24-29.5,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,82,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Percentile 90,342,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,24-29.5,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,26.6,ng/mL,2006 - 2007,0.43,NA,Human (Urine),statistic,Geometric Mean,342,0,100,representative,NA,NA,NA,NA,1,Children,Gender,Females,Spot,24-29.5,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,0.58,ng/mL,2006 - 2008,0.55,NA,Human (Urine),statistic,Minimum,1311,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,First morning,26.4-28.6,NA,2020,Danish HBM.csv,
mono-2-ethyl-5-carboxypentyl phthalate,40809-41-4,DNK,Denmark,DNK,NA,1462,ng/mL,2006 - 2008,0.55,NA,Human (Urine),statistic,Maximum,1311,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,First morning,26.4-28.6,NA,2020,Danish HBM.csv,
